STATENAME,MTFCC,OID,GEOID,STATE,PLACE,PLACENS,BASENAME,NAME,LSADC,FUNCSTAT,PLACECC,AREALAND,AREAWATER,UR,CBSAPCI,NECTAPCI,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Alaska,G4210,280303716866402,0212920,02,12920,02582710,Chena Ridge,Chena Ridge CDP,57,S,U1,94413886,1054760,,N,N,+64.7940753,-148.0359148,+64.7943046,-148.0328835
Alaska,G4210,28030510097549,0212970,02,12970,02418809,Chenega,Chenega CDP,57,S,U1,75848955,716582,,N,N,+60.0754143,-148.0196910,+60.0920961,-147.9945800
Alaska,G4210,2803045842743,0213340,02,13340,02418817,Chickaloon,Chickaloon CDP,57,S,U1,173769257,2006641,,N,N,+61.8040219,-148.4105647,+61.8152831,-148.2919573
Alaska,G4210,2803063913266,0213450,02,13450,02418819,Chicken,Chicken CDP,57,S,U1,300321141,,,N,N,+64.0876907,-141.8282785,+64.0876907,-141.8282785
Alaska,G4210,2803045769693,0213670,02,13670,02418822,Chignik Lagoon,Chignik Lagoon CDP,57,S,U1,34319191,,,N,N,+56.3042672,-158.5002595,+56.3042672,-158.5002595
Alaska,G4210,2803045769694,0213780,02,13780,02418824,Chignik Lake,Chignik Lake CDP,57,S,U1,32222203,26850432,,N,N,+56.2630922,-158.8048336,+56.2732208,-158.7933764
Alaska,G4210,2803045754972,0213860,02,13860,02418827,Chiniak,Chiniak CDP,57,S,U1,100298051,180318,,N,N,+57.5775993,-152.2747579,+57.5754975,-152.2790326
Alaska,G4210,28030510097550,0213890,02,13890,02418828,Chisana,Chisana CDP,57,S,U1,205614369,129649,,N,N,+62.0945824,-142.0339900,+62.1100391,-142.0505489
Alaska,G4210,28030510097551,0214000,02,14000,02418830,Chistochina,Chistochina CDP,57,S,U1,954181761,993221,,N,N,+62.5921828,-144.8148614,+62.5964435,-144.9410445
Alaska,G4210,28030510097552,0214110,02,14110,02418832,Chitina,Chitina CDP,57,S,U1,219314694,38352976,,N,N,+61.5276673,-144.2991445,+61.5530384,-144.1752678
Alaska,G4210,28030758926885,0214880,02,14880,02418837,Circle,Circle CDP,57,S,U1,274634016,1398608,,N,N,+65.7934798,-144.1813990,+65.8386169,-144.1753301
Alaska,G4210,2803045664628,0215320,02,15320,02418838,Clam Gulch,Clam Gulch CDP,57,S,U1,34546293,21936,,N,N,+60.2000525,-151.3943003,+60.2088872,-151.4042034
Alaska,G4210,2803045664629,0216420,02,16420,02418842,Cohoe,Cohoe CDP,57,S,U1,181062557,8965634,,N,N,+60.2680899,-151.2842823,+60.2669714,-151.2981721
Alaska,G4210,28030758926886,0216630,02,16630,02418843,Coldfoot,Coldfoot CDP,57,S,U1,92825198,,,N,N,+67.2474514,-150.1080508,+67.2474514,-150.1080508
Alaska,G4210,28030495867197,0216750,02,16750,02418844,College,College CDP,57,S,U1,48485913,1067254,,N,N,+64.8693515,-147.8216732,+64.8672895,-147.8194533
Alaska,G4210,2803045664630,0217190,02,17190,02418845,Cooper Landing,Cooper Landing CDP,57,S,U1,170291833,10583165,,N,N,+60.4943620,-149.8403450,+60.4945792,-149.8439454
Alaska,G4210,28030510097553,0217300,02,17300,02418847,Copper Center,Copper Center CDP,57,S,U1,32364558,26445,,N,N,+61.9845487,-145.3543425,+62.0010960,-145.3639555
Alaska,G4210,2803045122492,0217670,02,17670,02418850,Covenant Life,Covenant Life CDP,57,S,U1,70066505,514420,,N,N,+59.3998425,-136.0945682,+59.3975050,-136.1230020
Alaska,G4210,2803045104352,0217850,02,17850,02418853,Crooked Creek,Crooked Creek CDP,57,S,U1,258545720,19588903,,N,N,+61.8438512,-158.1083165,+61.7966975,-158.0810201
Alaska,G4210,2803045664631,0217960,02,17960,02418549,Crown Point,Crown Point CDP,57,S,U1,9257836,,,N,N,+60.4266794,-149.3529803,+60.4266794,-149.3529803
Alaska,G4210,2803063913268,0218675,02,18675,02418552,Deltana,Deltana CDP,57,S,U2,1471569039,5076080,,N,N,+63.8720268,-145.2153899,+63.7893396,-145.3516253
Alaska,G4210,2803045518433,0218805,02,18805,02418701,Denali Park,Denali Park CDP,57,S,U1,456603730,624910,,N,N,+63.5905694,-148.7101671,+63.5730166,-148.6737053
Alaska,G4210,2803045664632,0218925,02,18925,02418553,Diamond Ridge,Diamond Ridge CDP,57,S,U1,109811363,,,N,N,+59.7023607,-151.5546230,+59.7023607,-151.5546230
Alaska,G4210,2803063913269,0219720,02,19720,02418556,Dot Lake,Dot Lake CDP,57,S,U1,764005301,2027979,,N,N,+63.5749010,-144.1815404,+63.5872228,-144.2923610
Alaska,G4210,2803063913270,0219750,02,19750,02418557,Dot Lake Village,Dot Lake Village CDP,57,S,U1,11332509,,,N,N,+63.6625931,-144.0161710,+63.6625931,-144.0161710
Alaska,G4210,2803063913271,0220020,02,20020,02418559,Dry Creek,Dry Creek CDP,57,S,U1,363044448,174493,,N,N,+63.6254752,-144.6365912,+63.6266379,-144.6391940
Alaska,G4210,2803063913273,0220600,02,20600,02418561,Eagle Village,Eagle Village CDP,57,S,U1,44030935,,,N,N,+64.7433893,-141.1138341,+64.7433893,-141.1138341
Alaska,G4210,2803015503487206,0220716,02,20716,02804649,Eareckson Station,Eareckson Station CDP,57,S,M2,14205399,,,N,N,+52.7210599,+174.1071489,+52.7210599,+174.1071489
Alaska,G4210,28030495867198,0221370,02,21370,02418568,Eielson AFB,Eielson AFB CDP,57,S,M2,77422636,3048525,,N,N,+64.6740743,-147.0604793,+64.6733002,-147.0594637
Alaska,G4210,2803053176499,0222140,02,22140,02418572,Elfin Cove,Elfin Cove CDP,57,S,U1,436033169,92880931,,N,N,+58.1362966,-136.2073409,+58.0876806,-136.2883092
Alaska,G4210,28030495867199,0223460,02,23460,02418574,Ester,Ester CDP,57,S,U1,166370953,174797,,N,N,+64.8645855,-148.0917204,+64.8790560,-148.0411534
Alaska,G4210,280303716866318,0223720,02,23720,02582711,Eureka Roadhouse,Eureka Roadhouse CDP,57,S,U1,481165761,4032111,,N,N,+61.9646230,-147.1525488,+61.9585075,-147.1551042
Alaska,G4210,28030758926887,0223790,02,23790,02418576,Evansville,Evansville CDP,57,S,U1,59509700,504859,,N,N,+66.9205709,-151.4201229,+66.9329332,-151.3700598
Alaska,G4210,2803045122493,0223900,02,23900,02418577,Excursion Inlet,Excursion Inlet CDP,57,S,U1,146108728,359343,,N,N,+58.4354459,-135.3729921,+58.4151445,-135.3454623
Alaska,G4210,2803045842744,0225000,02,25000,02418580,Farm Loop,Farm Loop CDP,57,S,U1,23585134,250065,,N,N,+61.6342940,-149.1615328,+61.6351154,-149.1552227
Alaska,G4210,280303716866455,0224980,02,24980,02582712,Farmers Loop,Farmers Loop CDP,57,S,U2,56448597,59094,,N,N,+64.9061099,-147.6956566,+64.9082276,-147.6986078
Alaska,G4210,2803045518431,0225220,02,25220,02418581,Ferry,Ferry CDP,57,S,U1,164732176,,,N,N,+64.0496203,-148.9206018,+64.0496203,-148.9206018
Alaska,G4210,2803045842745,0225550,02,25550,02418582,Fishhook,Fishhook CDP,57,S,U1,168571062,1232866,,N,N,+61.7198704,-149.2621084,+61.7312481,-149.2836422
Alaska,G4210,28030758926888,0225880,02,25880,02418583,Flat,Flat CDP,57,S,U1,415094783,,,N,N,+62.4413655,-158.0405540,+62.4413655,-158.0405540
Alaska,G4210,2803063913274,0226100,02,26100,02418584,Fort Greely,Fort Greely CDP,57,S,M2,28559352,,,N,N,+63.9678365,-145.7148859,+63.9678365,-145.7148859
Alaska,G4210,28030758926889,0226835,02,26835,02418586,Four Mile Road,Four Mile Road CDP,57,S,U1,2992823,22058,,N,N,+64.6046871,-149.1223637,+64.6044762,-149.1151921
Alaska,G4210,28030495867201,0226870,02,26870,02418588,Fox,Fox CDP,57,S,U1,33649825,,,N,N,+64.9748585,-147.6090067,+64.9748585,-147.6090067
Alaska,G4210,2803045664633,0226910,02,26910,02418589,Fox River,Fox River CDP,57,S,U1,324760962,7471108,,N,N,+59.8713100,-150.9981294,+59.8899214,-151.0121018
Alaska,G4210,2803045664634,0227090,02,27090,02418590,Fritz Creek,Fritz Creek CDP,57,S,U1,139743448,,,N,N,+59.7468673,-151.2886053,+59.7468673,-151.2886053
Alaska,G4210,2803045664635,0227145,02,27145,02418591,Funny River,Funny River CDP,57,S,U1,69185736,5790785,,N,N,+60.4876402,-150.7812704,+60.4843126,-150.7887355
Alaska,G4210,28030510097556,0227420,02,27420,02418593,Gakona,Gakona CDP,57,S,U1,157034224,29592,,N,N,+62.3608419,-145.2657232,+62.3680377,-145.3051883
Alaska,G4210,2803053176500,0227700,02,27700,02418596,Game Creek,Game Creek CDP,57,S,U1,15261170,158600,,N,N,+58.0580706,-135.5067110,+58.0501048,-135.5125475
Alaska,G4210,2803045842746,0228200,02,28200,02418597,Gateway,Gateway CDP,57,S,U1,47621998,1340245,,N,N,+61.5667761,-149.2416812,+61.5668568,-149.2226826
Alaska,G4210,2803045842747,0228590,02,28590,02418599,Glacier View,Glacier View CDP,57,S,U1,601175673,5723822,,N,N,+61.8511446,-147.7764856,+61.8480350,-147.7725910
Alaska,G4210,28030510097557,0228740,02,28740,02418600,Glennallen,Glennallen CDP,57,S,U1,298040857,1373573,,N,N,+62.1278532,-145.7691178,+62.1538673,-145.8440688
Alaska,G4210,280303716866377,0229130,02,29130,02582713,Goldstream,Goldstream CDP,57,S,U1,222738863,95236,,N,N,+64.9340096,-148.0086933,+64.9421509,-148.0273197
Alaska,G4210,28030510097558,0230500,02,30500,02418605,Gulkana,Gulkana CDP,57,S,U1,90349433,,,N,N,+62.2154336,-145.4449651,+62.2154336,-145.4449651
Alaska,G4210,2803045122494,0231050,02,31050,02418606,Haines,Haines CDP,57,S,U1,34324200,19253860,,N,N,+59.2497795,-135.4451119,+59.2496807,-135.4688156
Alaska,G4210,2803045664636,0231270,02,31270,02418607,Halibut Cove,Halibut Cove CDP,57,S,U1,21547854,8211916,,N,N,+59.5774266,-151.2241830,+59.5695806,-151.2237642
Alaska,G4210,2803045664637,0231710,02,31710,02418610,Happy Valley,Happy Valley CDP,57,S,U1,228439329,7802,,N,N,+59.9136755,-151.6071846,+59.8985138,-151.5288682
Alaska,G4210,28030495867202,0231765,02,31765,02418611,Harding-Birch Lakes,Harding-Birch Lakes CDP,57,S,U2,554650270,44256752,,N,N,+64.3711380,-146.5997108,+64.3813051,-146.5306007
Alaska,G4210,2803045518432,0232150,02,32150,02418612,Healy,Healy CDP,57,S,U1,1779229122,525614,,N,N,+63.9449143,-149.0122357,+63.9596321,-148.9708423
Alaska,G4210,2803063913275,0232310,02,32310,02418614,Healy Lake,Healy Lake CDP,57,S,U1,172906523,21452186,,N,N,+64.0280646,-144.6331495,+64.0097055,-144.6815742
Alaska,G4210,2803053176502,0232550,02,32550,02418615,Hobart Bay,Hobart Bay CDP,57,S,U1,309310732,24792456,,N,N,+57.4208885,-133.3278453,+57.4177588,-133.3065688
Alaska,G4210,2803051388090,0232810,02,32810,02418616,Hollis,Hollis CDP,57,S,U1,168507452,2470493,,N,N,+55.5114469,-132.7020499,+55.5154743,-132.7019221
Alaska,G4210,2803045664639,0233580,02,33580,02418620,Hope,Hope CDP,57,S,U1,133956537,180628,,N,N,+60.8924069,-149.6352422,+60.8861245,-149.6329912
Alaska,G4210,2803051388092,0234570,02,34570,02418624,Hyder,Hyder CDP,57,S,U1,44213084,,,N,N,+55.9815417,-130.0382879,+55.9815417,-130.0382879
Alaska,G4210,2803045769696,0234790,02,34790,02418626,Igiugig,Igiugig CDP,57,S,U1,54582330,2714517,,N,N,+59.3055928,-155.8737831,+59.3009893,-155.8632749
Alaska,G4210,2803045769697,0235120,02,35120,02418628,Iliamna,Iliamna CDP,57,S,U1,96392427,1213528,,N,N,+59.7957263,-154.8698661,+59.7783424,-154.8837525
Alaska,G4210,2803045769698,0235890,02,35890,02418633,Ivanof Bay,Ivanof Bay CDP,57,S,U1,10860667,,,N,N,+55.9181993,-159.4932984,+55.9181993,-159.4932984
Alaska,G4210,2803045664641,0237250,02,37250,02418637,Kalifornsky,Kalifornsky CDP,57,S,U1,177992893,2636380,,N,N,+60.4416242,-151.1972019,+60.4533993,-151.2203016
Alaska,G4210,2803045754973,0237540,02,37540,02418642,Karluk,Karluk CDP,57,S,U1,144891654,4969785,,N,N,+57.5847313,-154.3262709,+57.5909814,-154.3634131
Alaska,G4210,2803045104355,0237975,02,37975,02418645,Kasigluk,Kasigluk CDP,57,S,U1,30582379,2752177,,N,N,+60.8784298,-162.5274761,+60.8638198,-162.5365979
Alaska,G4210,2803045664642,0238090,02,38090,02418646,Kasilof,Kasilof CDP,57,S,U1,27001237,520939,,N,N,+60.3310369,-151.2292838,+60.3193360,-151.2328844
Alaska,G4210,28030510097559,0238910,02,38910,02418649,Kenny Lake,Kenny Lake CDP,57,S,U1,503760755,197247,,N,N,+61.6642796,-144.8657147,+61.6216157,-144.8213154
Alaska,G4210,2803045508758,0239630,02,39630,02418653,King Salmon,King Salmon CDP,57,S,U1,435647014,3758639,,N,N,+58.7529799,-156.5063097,+58.7352268,-156.5285439
Alaska,G4210,2803045104356,0239740,02,39740,02418657,Kipnuk,Kipnuk CDP,57,S,U1,52483707,798572,,N,N,+59.9373119,-164.0615311,+59.9374561,-164.0622214
Alaska,G4210,2803053176504,0240510,02,40510,02418660,Klukwan,Klukwan CDP,57,S,U1,3598504,1300463,,N,N,+59.3987037,-135.8885430,+59.3982952,-135.8882302
Alaska,G4210,2803045842750,0240670,02,40670,02418662,Knik River,Knik River CDP,57,S,U1,211652879,25787915,,N,N,+61.4607088,-148.9154608,+61.4619029,-149.0074885
Alaska,G4210,2803045842749,0240645,02,40645,02418663,Knik-Fairview,Knik-Fairview CDP,57,S,U2,190454797,2623613,,N,N,+61.5081610,-149.6257019,+61.5076454,-149.6226014
Alaska,G4210,2803045754975,0241210,02,41210,02418665,Kodiak Station,Kodiak Station CDP,57,S,M2,60102526,19989485,,N,N,+57.7446751,-152.5403518,+57.7679505,-152.5959068
Alaska,G4210,2803045769699,0241280,02,41280,02418667,Kokhanok,Kokhanok CDP,57,S,U1,54328808,292043,,N,N,+59.4158187,-154.7456799,+59.4121094,-154.7460074
Alaska,G4210,2803045529212,0241500,02,41500,02418668,Koliganek,Koliganek CDP,57,S,U1,43323386,30073,,N,N,+59.6971432,-157.2258797,+59.6966563,-157.2247600
Alaska,G4210,2803045104357,0241610,02,41610,02418670,Kongiganak,Kongiganak CDP,57,S,U1,34360876,286476,,N,N,+59.9857285,-162.8544629,+59.9916382,-162.8470174
Alaska,G4210,2803045104359,0242490,02,42490,02418677,Kwigillingok,Kwigillingok CDP,57,S,U1,61624060,90404,,N,N,+59.8767121,-163.1718163,+59.8775746,-163.1773167
Alaska,G4210,2803045842751,0242805,02,42805,02418679,Lake Louise,Lake Louise CDP,57,S,U1,144369532,108720589,,N,N,+62.3422459,-146.5872921,+62.3016197,-146.5401631
Alaska,G4210,28030758926890,0242820,02,42820,02418680,Lake Minchumina,Lake Minchumina CDP,57,S,U1,587845373,59532744,,N,N,+63.7978546,-152.3452346,+63.7902529,-152.4617938
Alaska,G4210,2803045842753,0243260,02,43260,02418683,Lazy Mountain,Lazy Mountain CDP,57,S,U1,151860493,421146,,N,N,+61.6516738,-148.9020404,+61.6582272,-148.9255821
Alaska,G4210,2803045769700,0243810,02,43810,02418685,Levelock,Levelock CDP,57,S,U1,43319611,,,N,N,+59.0682459,-156.9010206,+59.0682459,-156.9010206
Alaska,G4210,2803045104360,0244030,02,44030,02418687,Lime Village,Lime Village CDP,57,S,U1,198192669,5673660,,N,N,+61.3270911,-155.3179940,+61.3300401,-155.2336307
Alaska,G4210,28030758926891,0244580,02,44580,02418688,Livengood,Livengood CDP,57,S,U1,686761483,1247846,,N,N,+65.4817312,-148.4169100,+65.4765064,-148.4227842
Alaska,G4210,280303731150059,0245020,02,45020,02585565,Loring,Loring CDP,57,S,U1,1434002,200593,,N,N,+55.6062706,-131.6404660,+55.6066758,-131.6399759
Alaska,G4210,2803045664644,0245295,02,45295,02418689,Lowell Point,Lowell Point CDP,57,S,U1,30372836,55677,,N,N,+60.0628980,-149.4899333,+60.0760625,-149.4938070
Alaska,G4210,2803045122495,0245700,02,45700,02418692,Lutak,Lutak CDP,57,S,U1,328819145,16325832,,N,N,+59.3975108,-135.6283366,+59.4122121,-135.5890458
Alaska,G4210,28030758926892,0246780,02,46780,02418695,Manley Hot Springs,Manley Hot Springs CDP,57,S,U1,141435198,,,N,N,+65.0187573,-150.6452806,+65.0187573,-150.6452806
Alaska,G4210,28030510097560,0245790,02,45790,02418699,McCarthy,McCarthy CDP,57,S,U1,387139725,,,N,N,+61.4539570,-142.8646930,+61.4539570,-142.8646930
Alaska,G4210,2803045842754,0247735,02,47735,02418702,Meadow Lakes,Meadow Lakes CDP,57,S,U1,195395614,8274542,,N,N,+61.6379895,-149.6080835,+61.6379874,-149.6096113
Alaska,G4210,28030510097561,0248200,02,48200,02418706,Mendeltna,Mendeltna CDP,57,S,U1,1169847780,17703622,,N,N,+62.1358772,-146.5387662,+62.1460983,-146.7580308
Alaska,G4210,28030510097562,0248540,02,48540,02418708,Mentasta Lake,Mentasta Lake CDP,57,S,U1,778618704,4917123,,N,N,+62.9865942,-143.5198335,+63.0116773,-143.5614859
Alaska,G4210,280303716866590,0248590,02,48590,02582714,Mertarvik,Mertarvik CDP,57,S,U2,18116641,,,N,N,+60.8109933,-164.4991100,+60.8109933,-164.4991100
Alaska,G4210,2803051388095,0248870,02,48870,02418709,Metlakatla,Metlakatla CDP,57,S,U1,5971504,49611,,N,N,+55.1181236,-131.5687554,+55.1146989,-131.5557262
Alaska,G4210,2803015504119548,0249200,02,49200,02805896,Mill Bay,Mill Bay CDP,57,S,U1,8918684,431618,,N,N,+57.8175844,-152.3677047,+57.8155011,-152.3675422
Alaska,G4210,28030758926893,0249530,02,49530,02418714,Minto,Minto CDP,57,S,U1,343450341,9232329,,N,N,+65.1032397,-149.5567949,+65.0896353,-149.5902102
Alaska,G4210,28030495867203,0250080,02,50080,02418716,Moose Creek,Moose Creek CDP,57,S,U1,3991944,279702,,N,N,+64.7140368,-147.1639799,+64.7163687,-147.1666273
Alaska,G4210,2803045664646,0250190,02,50190,02418717,Moose Pass,Moose Pass CDP,57,S,U1,45876324,433815,,N,N,+60.4996558,-149.4462815,+60.5059364,-149.4683612
Alaska,G4210,2803045122496,0250800,02,50800,02418718,Mosquito Lake,Mosquito Lake CDP,57,S,U1,199865665,1155647,,N,N,+59.4708275,-136.1452000,+59.4751000,-136.1991008
Alaska,G4210,2803045122497,0251455,02,51455,02418720,Mud Bay,Mud Bay CDP,57,S,U1,31434431,62881,,N,N,+59.1517912,-135.3585631,+59.1511830,-135.3564928
Alaska,G4210,280303716866613,0251960,02,51960,02582715,Nabesna,Nabesna CDP,57,S,U1,415063393,1450936,,N,N,+62.4605260,-143.0400421,+62.4965478,-143.0074302
Alaska,G4210,2803045508759,0252060,02,52060,02418722,Naknek,Naknek CDP,57,S,U1,211178286,1724827,,N,N,+58.7849301,-156.8969850,+58.7851600,-156.8858719
Alaska,G4210,2803045664647,0252210,02,52210,02418726,Nanwalek,Nanwalek CDP,57,S,U1,21716633,35731,,N,N,+59.3300062,-151.9107105,+59.3338477,-151.9295579
Alaska,G4210,2803051388097,0252845,02,52845,02418730,Naukati Bay,Naukati Bay CDP,57,S,U1,12407817,776749,,N,N,+55.8800356,-133.1992339,+55.8741215,-133.1950150
Alaska,G4210,28030510097563,0252915,02,52915,02418731,Nelchina,Nelchina CDP,57,S,U1,122751552,1296114,,N,N,+61.9989047,-146.8112292,+62.0104034,-146.8299380
Alaska,G4210,2803045279906,0252940,02,52940,02418733,Nelson Lagoon,Nelson Lagoon CDP,57,S,U1,487180779,152486080,,N,N,+55.8754154,-161.4954129,+55.8366486,-161.6357986
Alaska,G4210,2803045104365,0253820,02,53820,02418740,Newtok,Newtok CDP,57,S,U1,3453984,288060,,N,N,+60.9341678,-164.6386200,+60.9350667,-164.6456845
Alaska,G4210,2803045664648,0254050,02,54050,02418742,Nikiski,Nikiski CDP,57,S,U1,179942507,16712189,,N,N,+60.7150225,-151.2319493,+60.7250153,-151.2252677
Alaska,G4210,2803045664649,0254085,02,54085,02418743,Nikolaevsk,Nikolaevsk CDP,57,S,U1,90248099,,,N,N,+59.8295526,-151.5963815,+59.8295526,-151.5963815
Alaska,G4210,2803045076541,0254260,02,54260,02418746,Nikolski,Nikolski CDP,57,S,U1,342011130,1898730,,N,N,+53.0119368,-168.7553623,+53.0078630,-168.7185016
Alaska,G4210,2803045664650,0254480,02,54480,02418748,Ninilchik,Ninilchik CDP,57,S,U1,536763074,73420,,N,N,+60.0744514,-151.3843928,+60.0613319,-151.4043805
Alaska,G4210,2803051358886,0254700,02,54700,02419144,Noatak,Noatak CDP,57,S,U1,41524643,2125695,,N,N,+67.5986165,-163.0308264,+67.5894823,-163.0104336
Alaska,G4210,2803015504164986,0255745,02,55745,02805898,North Lakes,North Lakes CDP,57,S,U2,40103367,4517825,,N,N,+61.6191310,-149.3109896,+61.6183777,-149.3107243
Alaska,G4210,2803063913276,0256220,02,56220,02419148,Northway,Northway CDP,57,S,U1,627841238,12712977,,N,N,+62.9708280,-141.6171478,+63.0007759,-141.5412558
Alaska,G4210,2803045104368,0258330,02,58330,02419158,Oscarville,Oscarville CDP,57,S,U1,6744267,455216,,N,N,+60.7287580,-161.7729233,+60.7234436,-161.7882386
Alaska,G4210,28030510097564,0259320,02,59320,02419162,Paxson,Paxson CDP,57,S,U1,789849646,36718386,,N,N,+63.0109229,-145.7311948,+62.9757065,-145.7576206
Alaska,G4210,2803045769703,0259540,02,59540,02419164,Pedro Bay,Pedro Bay CDP,57,S,U1,50452872,9868797,,N,N,+59.7862304,-154.1321299,+59.7895845,-154.1412735
Alaska,G4210,2803045769704,0260200,02,60200,02419167,Perryville,Perryville CDP,57,S,U1,28926602,17584,,N,N,+55.9316816,-159.1558707,+55.9344558,-159.1557538
Alaska,G4210,280305089465652,0260310,02,60310,02761697,Petersburg,Petersburg CDP,57,S,U1,114393875,5537496,,N,N,+56.7565572,-132.8726252,+56.7569178,-132.8749383
Alaska,G4210,2803045842756,0260460,02,60460,02419168,Petersville,Petersville CDP,57,S,U1,1196144312,1724589,,N,N,+62.4223035,-150.8443307,+62.4534835,-150.8841237
Alaska,G4210,2803064048175,0260860,02,60860,02419172,Pitkas Point,Pitkas Point CDP,57,S,U1,4160639,,,N,N,+62.0374035,-163.2681282,+62.0374035,-163.2681282
Alaska,G4210,28030495867205,0261120,02,61120,02419174,Pleasant Valley,Pleasant Valley CDP,57,S,U1,80483422,,,N,N,+64.8854679,-146.8985501,+64.8854679,-146.8985501
Alaska,G4210,2803051388098,0261190,02,61190,02419175,Point Baker,Point Baker CDP,57,S,U1,2276986,,,N,N,+56.3481317,-133.6167942,+56.3481317,-133.6167942
Alaska,G4210,2803053121178,0261700,02,61700,02419178,Point Lay,Point Lay CDP,57,S,U1,73847370,9782126,,N,N,+69.7433044,-162.8715767,+69.7371168,-162.8341203
Alaska,G4210,2803045842757,0261788,02,61788,02419179,Point MacKenzie,Point MacKenzie CDP,57,S,U1,420444151,6369305,,N,N,+61.3494358,-150.0667048,+61.3426997,-150.0485254
Alaska,G4210,280303716866603,0261825,02,61825,02582716,Point Possession,Point Possession CDP,57,S,U2,108714572,,,N,N,+60.9230807,-150.6888442,+60.9230807,-150.6888442
Alaska,G4210,2803045769706,0262125,02,62125,02419181,Pope-Vannoy Landing,Pope-Vannoy Landing CDP,57,S,U2,144087401,21546122,,N,N,+59.5649503,-154.4652462,+59.5706021,-154.4472363
Alaska,G4210,2803045769707,0262620,02,62620,02419182,Port Alsworth,Port Alsworth CDP,57,S,U1,58425291,385782,,N,N,+60.1688316,-154.3233207,+60.1567303,-154.3396098
Alaska,G4210,2803051329030,0263170,02,63170,02419183,Port Clarence,Port Clarence CDP,57,S,U1,88199997,2514792,,N,N,+65.1103881,-166.7687213,+65.1089652,-166.7643385
Alaska,G4210,2803045664651,0263280,02,63280,02419185,Port Graham,Port Graham CDP,57,S,U1,16559024,,,N,N,+59.3398032,-151.8464982,+59.3398032,-151.8464982
Alaska,G4210,2803051388099,0263870,02,63870,02419188,Port Protection,Port Protection CDP,57,S,U1,9605388,515435,,N,N,+56.3293059,-133.5942815,+56.3318805,-133.6064199
